# N runtime (ms)
256    29.25
512    29.79
1024    28.59
2048    31.65
4096    36.26
8192    43.81
16384    52.57
32768    70.13
65536    89.33
131072    145.11
262144    264.44
524288    548.14
1048576    1056.07
2097152    2286.12
4194304    4645.70
8388608    8764.92
16777216    19945.86
33554432    38079.37
